ID,Date,GPSC
17175_7#54,2014.166667,33
17175_7#12,2013.583333,33
17150_5#73,2013.5,33
17150_5#31,2013.333333,33
17150_5#23,2013.333333,33
17150_4#55,2010.333333,33
17138_4#67,2012.833333,33
17138_4#43,2012.833333,33
17059_8#78,2012.333333,33
17059_7#37,2012.5,33
15995_1#168,2013.5,33
15995_1#160,2013.5,33
15995_1#152,2013.5,33
15873_1#48,2011.666667,33
15841_5#4,2011.333333,33
15841_4#71,2013.333333,33
15841_4#65,2011.666667,33
15841_3#78,2011.666667,33
15841_2#19,2011.666667,33
15841_2#11,2011.666667,33
14913_7#66,2012.583333,33
14913_4#19,2012.25,33
14412_2#56,2010.75,33
13415_8#54,2009.333333,33
15873_1#58,2011.5,33
15841_2#17,2011.583333,33
14913_7#14,2013,33
17138_4#27,2012.333333,33
17175_6#47,2010.666667,33
17138_4#20,2012.333333,33
17150_6#18,2014.75,33
17175_7#27,2013.333333,33
17175_6#41,2010.333333,33
17175_6#16,2010.333333,33
17175_5#34,2010.583333,33
17175_5#22,2010.5,33
17175_4#85,2012.75,33
17175_4#21,2012.333333,33
17150_5#78,2010.583333,33
17150_4#9,2010.333333,33
17138_4#47,2012.583333,33
17059_8#65,2012.666667,33
17059_6#76,2013.75,33
15995_2#92,2013.666667,33
15995_2#78,2013.666667,33
15995_2#49,2013.583333,33
15995_2#153,2013.666667,33
15995_1#117,2013.333333,33
15873_1#27,2011.583333,33
15841_4#29,2011.5,33
15841_3#75,2011.666667,33
15731_8#23,2009.5,33
14936_4#68,2013.333333,33
14913_7#84,2012.583333,33
14913_6#93,2011.166667,33
14913_4#10,2012.166667,33
14566_4#90,2009.583333,33
14566_4#20,2009.666667,33
14555_4#5,2011.333333,33
14555_3#67,2007.75,33
13415_4#82,2007,33
13415_4#21,2007,33
13414_8#52,2006.583333,33
12837_4#47,2006.333333,33
12837_1#32,2005.5,33
17175_8#66,2014.5,33
17059_6#45,2013.75,33
17059_6#37,2013.75,33
15995_2#26,2013.583333,33
15995_2#124,2013.75,33
15995_1#86,2009.583333,33
15995_1#29,2009.583333,33
15873_1#69,2011.583333,33
15841_5#55,2011.333333,33
15841_3#41,2011.333333,33
15841_3#22,2011.583333,33
15841_1#74,2009.5,33
15841_1#66,2009.5,33
17175_8#64,2014.083333,33
17150_6#4,2014.5,33
17138_4#90,2012.666667,33
17138_3#35,2012.666667,33
17059_7#25,2012.583333,33
15995_2#90,2013.583333,33
15995_2#18,2013.583333,33
14913_5#91,2013.5,33
14412_2#23,2010.75,33
13415_4#19,2007,33
9789_5#65,2009.333333,33
9789_4#40,2009.666667,33
9789_4#4,2009.833333,33
18456_1#84,2014.5,33
18456_1#78,2014.5,33
17966_5#22,2014.166667,33
17870_7#169,2009.833333,33
17870_7#159,2009.333333,33
17870_7#114,2013.333333,33
17175_6#36,2010.5,33
15531_2#40,2009.833333,33
15531_2#4,2009.583333,33
15531_2#21,2009.833333,33
15378_4#92,2009.25,33
15378_4#61,2009.916667,33
15378_4#4,2010.5,33
15378_4#3,2009.916667,33
15378_3#87,2009.666667,33
15378_3#85,2009,33
15378_3#60,2009.5,33
15378_3#54,2009.333333,33
15378_3#47,2009.166667,33
15378_3#42,2009.583333,33
15378_3#19,2009.333333,33
12378_2#52,2009,33
17175_6#85,2010.666667,33
15995_1#53,2009.5,33
15841_3#43,2011.666667,33
15731_8#90,2009.5,33
15731_8#3,2009.5,33
14913_4#71,2012.333333,33
14555_4#16,2011.5,33
17138_3#4,2014.75,33
17138_3#10,2012.333333,33
14936_4#94,2013.333333,33
14913_7#40,2013.083333,33
14566_6#8,2011.25,33
13415_4#38,2007,33
15995_1#179,2013.333333,33
15841_4#46,2013.333333,33
17059_6#29,2013.75,33
15841_3#3,2011.5,33
14566_6#47,2011.166667,33
15995_1#170,2013.5,33
15841_3#13,2011.75,33
14412_2#88,2010.75,33
14913_5#57,2013.333333,33
15841_4#20,2011.666667,33
15995_1#165,2013.333333,33
17059_6#40,2012.333333,33
17138_3#18,2012.333333,33
17150_4#50,2010.333333,33
17175_6#83,2010.666667,33
17150_6#3,2014.333333,33
17150_4#59,2010.5,33
17175_8#17,2014.333333,33
17175_5#23,2010.5,33
17175_5#61,2010.5,33
17175_5#45,2010.5,33
9789_5#77,2009.333333,33
9789_5#61,2009.166667,33
9789_3#74,2009.333333,33
9789_3#61,2009.25,33
18456_1#80,2014.5,33
18456_1#8,2014.5,33
18456_1#56,2014.333333,33
18456_1#55,2014.333333,33
18456_1#54,2014.333333,33
18456_1#12,2014.5,33
17870_7#157,2009.333333,33
17870_7#125,2009.333333,33
17870_7#107,2014.75,33
15531_4#24,2014.5,33
15378_3#86,2010.25,33
15378_3#21,2009.916667,33
17175_7#13,2014,33
13415_4#67,2007,33
17175_6#75,2010.666667,33
13470_1#56,2006.833333,33
13470_1#78,2010.166667,33
15731_8#45,2009.5,33
15378_3#62,2009.916667,33
