ID,Date,GPSC
15995_2#45,2013.666667,90
15995_2#148,2013.666667,90
12837_5#35,2005.166667,90
14566_6#25,2010.75,90
17175_4#31,2013,90
14410_8#2,2007.75,90
12837_5#58,2005.083333,90
12291_6#36,2012.083333,90
17175_6#55,2010.666667,90
17175_6#56,2010.333333,90
17175_6#2,2010.5,90
12291_6#19,2012,90
12837_3#68,2006.166667,90
17059_8#92,2012.583333,90
17175_6#69,2010.666667,90
17059_7#58,2012.333333,90
14566_6#48,2011.25,90
14412_2#22,2010.666667,90
13470_1#79,2006.75,90
13415_7#52,2009.25,90
12837_4#85,2006.333333,90
15995_2#143,2013.75,90
15841_1#45,2009.333333,90
14566_5#79,2010.333333,90
14410_8#63,2008.333333,90
13414_8#83,2006.5,90
12837_5#65,2005,90
12837_5#7,2006.333333,90
15995_2#14,2013.5,90
15841_5#10,2009.666667,90
15841_1#77,2009.333333,90
15841_1#16,2009.666667,90
15731_8#58,2009.5,90
15731_8#26,2009.5,90
15995_2#99,2013.583333,90
15873_1#46,2011.666667,90
15731_8#18,2009.5,90
15731_8#10,2009.5,90
17175_7#73,2014.25,90
