ID,Date,GPSC
14673_2#92,2007.333333,97
11826_1#61,1999.666667,97
11822_1#67,1998.333333,97
11822_1#64,1998.75,97
11822_1#62,1999.583333,97
11822_1#61,1999.25,97
11657_2#78,1999.583333,97
11657_2#72,1999,97
11511_7#72,1999,97
11511_7#44,1999.75,97
11511_7#41,1999.75,97
14673_1#46,2006.666667,97
13154_3#77,2009.833333,97
11893_8#14,2009.166667,97
11822_1#55,1999.166667,97
11657_2#9,1999.833333,97
11657_2#84,1999,97
14673_4#28,2009.083333,97
14673_4#11,2009.166667,97
13154_3#70,2009.75,97
12291_5#46,2009.916667,97
13154_3#46,2009.75,97
13154_3#91,2009.916667,97
