ID,Date,GPSC
14673_4#73,2008.5,11
13670_3#20,2008.5,11
19084_8#22,2009.5,11
13710_1#7,2012.5,11
14412_1#33,2008.166667,11
18456_1#15,2014.583333,11
17870_7#151,2009.166667,11
15378_3#49,2009.166667,11
17870_8#190,2015.166667,11
17870_8#174,2015.083333,11
17175_4#24,2013,11
21127_2#128,2009.333333,11
19341_2#46,2015.166667,11
17175_7#17,2014.333333,11
17150_6#67,2014.666667,11
17059_6#54,2012.333333,11
17059_6#44,2013.75,11
15995_2#111,2013.75,11
15995_2#1,2013.583333,11
15995_1#105,2013.333333,11
14723_6#42,2009.5,11
14410_8#31,2008.333333,11
17059_7#4,2012.5,11
17138_5#16,2014.333333,11
16288_8#75,2014.666667,11
16288_8#7,2009.25,11
16288_5#48,2014.333333,11
16288_5#23,2014.5,11
16288_5#1,2014.333333,11
16288_4#7,2012.333333,11
16288_4#29,2012.5,11
16288_3#69,2012.333333,11
16288_3#44,2013.083333,11
16288_6#20,2014.333333,11
17175_6#46,2010.666667,11
17150_5#85,2010.5,11
17150_5#6,2010.5,11
17150_4#15,2010.333333,11
15841_5#75,2009.666667,11
15731_8#94,2009.5,11
14555_4#92,2011.333333,11
14412_1#45,2008.75,11
14412_1#13,2008.75,11
14257_1#11,2008.25,11
13415_5#25,2007.083333,11
14410_8#35,2008.333333,11
15841_5#29,2011.333333,11
16288_7#48,2009.166667,11
16288_4#42,2012.583333,11
16288_7#42,2009.166667,11
16288_3#63,2012.333333,11
16288_5#66,2014.333333,11
17138_3#65,2012.333333,11
14913_7#64,2013.083333,11
14913_2#43,2009.166667,11
14723_6#45,2009.5,11
14566_4#95,2009.166667,11
14555_4#55,2011.333333,11
14412_1#24,2008.833333,11
13470_1#3,2007.666667,11
13470_1#12,2010.083333,11
12837_1#43,2005.333333,11
12162_1#87,2012.833333,11
13415_5#53,2007.083333,11
14257_1#64,2008.5,11
19341_3#3,2011.5,11
19341_3#27,2012.5,11
19341_3#20,2011.5,11
19341_3#56,2013.5,11
19341_3#40,2012.5,11
19341_3#101,2009.5,11
19341_3#90,2009.5,11
19341_3#81,2009.5,11
19341_3#60,2013.5,11
15608_4#14,2014.083333,11
15608_3#91,2013.916667,11
15608_3#35,2012.25,11
19341_3#61,2013.5,11
