ID,Date,GPSC
21999_8#13,2013.083333,131
21999_7#148,2012.583333,131
21127_1#174,2008.083333,131
21999_7#136,2012.5,131
19084_8#45,2010.5,131
19084_8#30,2009.5,131
19084_7#175,2009.5,131
19084_7#127,2008.5,131
19084_7#109,2008.5,131
14936_4#47,2013.333333,131
13154_2#74,2008.5,131
13154_2#63,2008.5,131
13154_2#55,2008.5,131
13154_2#48,2008.5,131
13154_2#47,2008.5,131
13091_5#9,2008.5,131
12291_3#84,2009.5,131
12291_3#50,2008.5,131
12291_1#12,2011.5,131
11679_1#96,2010.5,131
11657_4#94,2010.5,131
14673_2#26,2004,131
