ID,Date,GPSC
11658_1#82,1998.75,38
15682_1#70,2010.75,38
15682_2#57,2013.25,38
15531_6#72,2009.333333,38
13415_4#57,2006.666667,38
13414_8#4,2006.5,38
15682_2#42,2012.75,38
23164_8#84,2009.5,38
22841_4#172,2012.5,38
22841_4#156,2012.5,38
22841_3#78,2006.5,38
22841_2#84,2013.5,38
22841_2#77,2013.5,38
22841_2#37,2013.5,38
22841_2#24,2013.5,38
22841_1#45,2011.5,38
22027_1#147,2009.5,38
21999_8#90,2013.583333,38
21999_7#155,2012.666667,38
21999_7#112,2012.333333,38
17966_5#145,2009.833333,38
17966_5#133,2009.5,38
17175_7#82,2014.166667,38
17175_6#8,2010.333333,38
17175_4#89,2012.333333,38
17175_4#59,2012.833333,38
17175_4#57,2012.333333,38
17150_5#14,2010.583333,38
17150_4#91,2010.5,38
17059_8#70,2012.333333,38
17059_8#59,2012.5,38
15995_2#73,2013.333333,38
15995_2#40,2013.666667,38
15995_2#27,2013.583333,38
15995_2#188,2013.833333,38
15995_1#36,2009.75,38
15995_1#2,2009.75,38
15995_1#145,2013.5,38
15874_1#51,2009.583333,38
15841_1#73,2009.75,38
15841_1#31,2009.583333,38
15608_2#88,1998.833333,38
15608_2#52,1998.833333,38
14913_7#71,2013.083333,38
14913_3#50,2011.583333,38
14913_2#5,2011.833333,38
14673_4#46,2009.333333,38
14673_3#40,2008.25,38
14673_3#34,2005.166667,38
14673_2#87,2006.833333,38
14673_2#59,2002.333333,38
14673_2#31,2004.083333,38
14673_1#83,2008.583333,38
14673_1#75,2008.333333,38
14673_1#58,2007.583333,38
14566_6#80,2011.25,38
14566_5#11,2010.333333,38
14566_4#52,2009.166667,38
14257_1#7,2008.333333,38
13710_2#67,2000.833333,38
13710_2#21,2012.333333,38
13710_2#17,2012.083333,38
13414_3#21,2012.833333,38
13414_2#11,2012.083333,38
13414_1#92,2012.833333,38
13414_1#90,2012.75,38
13414_1#89,2012.75,38
13414_1#86,2012.75,38
13414_1#70,2012.916667,38
13414_1#65,2012.5,38
12837_1#52,2005.333333,38
12299_1#87,2009.833333,38
12291_4#83,2009.75,38
12291_4#76,2009.833333,38
11826_1#71,1999.083333,38
11679_1#19,2009.916667,38
11511_8#30,2009.166667,38
21999_7#168,2012.75,38
19084_8#72,2008.5,38
11679_1#84,2009.5,38
11658_2#9,2009.5,38
11657_8#54,2010.5,38
18090_1#123,2009.5,38
22667_7#138,2010.5,38
22667_7#131,2010.5,38
19084_7#49,2013.5,38
17138_5#34,2014.5,38
16288_6#61,2014.5,38
16288_4#61,2014.166667,38
17138_4#55,2012.833333,38
22841_3#170,2007.5,38
22841_1#82,2011.5,38
