ID,Date,GPSC
12837_3#35,2005.833333,52
17175_6#29,2010.583333,52
17175_5#6,2010.5,52
17175_4#44,2012.75,52
17059_7#17,2012.583333,52
17059_6#72,2012.333333,52
15874_1#8,2011.5,52
15841_6#46,2008.666667,52
15841_5#88,2009.333333,52
15841_5#27,2009.666667,52
15841_1#92,2009.333333,52
15841_1#4,2009.666667,52
14913_3#73,2009.583333,52
14555_4#87,2011.5,52
14555_3#58,2007.75,52
14257_1#68,2008.333333,52
12837_5#15,2006.333333,52
12837_2#73,2005.583333,52
15841_2#24,2011.75,52
17794_7#12,2009.333333,52
17175_8#58,2014.5,52
17175_7#46,2014.166667,52
17175_6#70,2010.333333,52
17175_6#50,2010.333333,52
17175_4#79,2013,52
17175_4#50,2012.333333,52
17150_6#88,2014.333333,52
17150_4#22,2010.333333,52
17138_4#42,2012.583333,52
17138_3#91,2012.75,52
17138_3#87,2014.833333,52
17138_3#6,2014.666667,52
17138_3#20,2012.333333,52
17138_3#19,2012.666667,52
17059_8#62,2012.333333,52
17059_8#61,2012.333333,52
17059_7#44,2012.333333,52
17059_6#7,2012.333333,52
17059_6#55,2012.333333,52
17059_6#47,2012.333333,52
16399_7#4,2009.916667,52
15995_2#58,2013.583333,52
15995_2#23,2013.666667,52
15995_2#163,2013.666667,52
15995_2#129,2013.583333,52
15995_1#81,2009.75,52
15995_1#185,2013.5,52
15995_1#155,2013.333333,52
15995_1#124,2013.333333,52
15995_1#116,2013.333333,52
15995_1#112,2013.5,52
15874_1#9,2009.583333,52
15874_1#40,2011.5,52
15873_3#56,2009.166667,52
15873_2#13,2009.25,52
15873_1#80,2011.666667,52
15873_1#73,2011.5,52
15873_1#59,2011.583333,52
15873_1#10,2011.5,52
15841_5#5,2011.333333,52
15841_5#16,2011.333333,52
15841_5#12,2011.333333,52
15841_4#86,2013.333333,52
15841_4#7,2013.333333,52
15841_4#64,2013.333333,52
15841_4#50,2011.583333,52
15841_3#24,2011.583333,52
15841_3#21,2011.75,52
15841_2#39,2011.75,52
15841_2#33,2011.666667,52
15731_8#48,2009.5,52
15731_8#40,2009.5,52
15731_8#14,2009.5,52
14936_4#87,2013.333333,52
14913_7#5,2012.666667,52
14913_5#76,2013.5,52
14913_5#3,2013.333333,52
14913_5#21,2013.583333,52
14913_2#12,2011.75,52
14723_6#18,2008.5,52
14566_6#40,2011.25,52
14555_4#61,2011.583333,52
14412_2#68,2010.5,52
14412_1#14,2008.75,52
14410_8#87,2008.5,52
13415_8#67,2010.083333,52
13415_6#15,2007.166667,52
13415_4#62,2007,52
12837_5#2,2006.166667,52
12837_3#81,2005.916667,52
12837_3#36,2006.083333,52
17175_6#79,2010.333333,52
17175_5#89,2010.583333,52
15995_2#82,2013.583333,52
13415_6#59,2009.333333,52
14913_4#11,2012.25,52
15995_2#67,2013.583333,52
15873_1#68,2011.666667,52
14913_5#87,2013.583333,52
15731_8#89,2009.333333,52
