ID,Date,GPSC
15682_2#23,2012.333333,10
21999_7#122,2012.5,10
14913_2#21,2011.833333,10
11657_2#26,1999.75,10
17150_6#27,2014.666667,10
20925_3#99,2010.5,10
20925_3#57,2014.5,10
20925_3#49,2014.5,10
20925_3#104,2010.833333,10
16288_5#7,2014.333333,10
20925_3#65,2014.583333,10
17138_5#64,2014.666667,10
17138_5#36,2014.5,10
16288_5#44,2014.75,10
16288_5#4,2014.333333,10
16288_3#74,2012.333333,10
16288_6#43,2014.5,10
14555_4#22,2011.333333,10
22841_4#62,2012.5,10
22841_3#139,2007.5,10
19084_7#44,2012.5,10
22027_1#144,2009.5,10
22841_2#142,2005.5,10
22667_8#62,2009.5,10
22114_6#15,2007.5,10
22027_1#49,2005.5,10
22027_1#37,2006.5,10
22027_1#125,2009.5,10
22027_1#122,2009.5,10
21053_8#176,2012.75,10
21053_8#175,2012.75,10
20925_3#79,2010.333333,10
19084_8#133,2009.916667,10
18090_1#135,2010.5,10
17794_8#156,2008.333333,10
17794_8#139,2014.083333,10
17794_7#71,2014.75,10
17175_6#67,2010.666667,10
17175_6#61,2010.666667,10
17175_5#9,2010.333333,10
17175_5#66,2010.583333,10
17150_5#82,2010.333333,10
17150_5#79,2014.083333,10
17150_5#47,2014.083333,10
17150_4#65,2010.333333,10
17150_4#60,2010.5,10
17138_4#73,2012.833333,10
17138_4#68,2010.5,10
17138_4#62,2010.5,10
17138_4#56,2010.333333,10
17059_8#52,2012.583333,10
17059_7#13,2012.5,10
15841_3#48,2011.583333,10
15841_2#92,2011.666667,10
15841_2#68,2009.333333,10
14936_6#70,2014.333333,10
14936_6#69,2014.333333,10
14936_6#68,2014.333333,10
14936_4#63,2013.333333,10
14936_4#25,2013.166667,10
14913_6#38,2010.166667,10
14913_3#76,2008.666667,10
14913_3#71,2011.666667,10
14913_3#4,2008.666667,10
14913_2#73,2011.75,10
14913_2#50,2011.666667,10
14913_2#49,2011.75,10
14913_2#16,2011.666667,10
14723_4#66,2009.5,10
14566_6#87,2011.25,10
14566_6#76,2011.083333,10
14566_6#43,2011.166667,10
14566_6#35,2011.166667,10
14566_5#95,2010.333333,10
14566_5#51,2010.333333,10
14566_5#12,2010.5,10
14566_4#78,2009.75,10
14566_4#64,2009.666667,10
14566_4#48,2009.333333,10
14566_4#41,2008.5,10
14566_4#40,2009.333333,10
14566_4#32,2009.75,10
14555_4#95,2011.5,10
14555_4#64,2011.333333,10
14555_3#9,2007.833333,10
14555_3#71,2008.083333,10
14555_3#64,2006.333333,10
14555_3#51,2007.75,10
14555_3#42,2007.75,10
14555_3#39,2008,10
14555_3#37,2007.75,10
14412_2#74,2010.583333,10
14412_2#70,2010.583333,10
14412_2#60,2010.333333,10
14412_2#46,2010.666667,10
14412_2#13,2010.583333,10
14412_1#78,2008.833333,10
14412_1#71,2008.666667,10
14412_1#44,2008.75,10
14410_8#71,2008.25,10
14410_8#6,2008.583333,10
14410_8#48,2008.5,10
14410_8#39,2008.333333,10
14257_1#80,2007.666667,10
14257_1#76,2008.333333,10
14257_1#6,2008.333333,10
14257_1#45,2008.333333,10
14257_1#25,2008.083333,10
13470_1#71,2006.75,10
13470_1#55,2006.75,10
13470_1#51,2007.75,10
13415_8#87,2009.333333,10
13415_8#80,2009.333333,10
13415_8#55,2009.333333,10
13415_8#35,2010.083333,10
13415_6#84,2009.5,10
13415_6#74,2005.75,10
13415_6#71,2007.333333,10
13415_6#69,2009.5,10
13415_6#68,2009.5,10
13415_6#20,2009.5,10
13415_5#47,2007.25,10
13415_5#23,2007.25,10
13415_5#15,2007.25,10
13415_4#96,2007.083333,10
13414_8#8,2006.666667,10
13414_8#31,2006.666667,10
13414_8#2,2006.166667,10
13414_2#59,2012.583333,10
13154_3#57,2009.333333,10
12837_5#61,2005.166667,10
12837_5#14,2006.333333,10
12837_4#77,2006.333333,10
12837_4#72,2006.333333,10
12837_4#70,2006.333333,10
12837_4#41,2006.5,10
12837_4#33,2006.5,10
12837_4#16,2005.916667,10
12837_3#30,2006.083333,10
12837_2#75,2005.666667,10
12837_2#65,2005.5,10
12837_2#6,2005.583333,10
12837_2#59,2005.666667,10
12837_2#38,2005.75,10
12837_1#83,2005.333333,10
12837_1#80,2005.583333,10
12837_1#44,2005.333333,10
12837_1#39,2005.5,10
12837_1#38,2005.5,10
12837_1#34,2005.333333,10
12837_1#31,2005.583333,10
12837_1#23,2005.583333,10
12837_1#17,2005.333333,10
12291_6#77,2012.25,10
12291_6#46,2012.166667,10
12291_6#28,2012,10
12291_5#40,1998.916667,10
12291_1#32,2007.5,10
