ID,Date,GPSC
17175_6#28,2010.5,37
17175_5#59,2010.333333,37
17150_6#29,2014.666667,37
14566_5#73,2010.333333,37
14566_4#36,2009.083333,37
13415_8#21,2009.083333,37
13470_1#29,2010.083333,37
14257_1#40,2008.333333,37
14555_3#38,2008,37
14412_2#87,2010.75,37
13415_7#26,2009.166667,37
17175_6#44,2010.5,37
17175_5#49,2010.583333,37
14566_5#89,2010.333333,37
14555_3#87,2008.083333,37
14412_2#54,2010.666667,37
14412_2#39,2010.666667,37
13470_1#10,2007.666667,37
13415_8#88,2009.333333,37
13415_7#84,2009.333333,37
13415_5#87,2007.25,37
12837_4#51,2006.166667,37
12837_2#28,2005.666667,37
12837_1#19,2005.333333,37
15874_1#63,2011.5,37
17175_8#8,2014.333333,37
17150_4#37,2010.333333,37
17138_5#9,2013.333333,37
17059_8#22,2012.333333,37
15995_2#25,2013.583333,37
15995_1#147,2013.333333,37
15841_5#74,2009.666667,37
15841_5#14,2011.333333,37
15841_1#60,2009.333333,37
15841_1#12,2009.666667,37
15731_8#83,2009.5,37
15731_8#2,2009.333333,37
14913_5#88,2013.666667,37
14723_6#39,2008.5,37
14566_6#50,2010.166667,37
14566_6#2,2010.75,37
14566_5#72,2010.25,37
14555_4#49,2010,37
14412_2#64,2010.75,37
13415_8#48,2009.333333,37
13415_7#96,2009.333333,37
13415_6#47,2007.333333,37
13415_5#13,2007.083333,37
13415_4#11,2007,37
13414_8#57,2005.916667,37
12837_5#19,2006.166667,37
12837_4#80,2006.333333,37
12291_6#59,2012,37
12162_1#12,2012.583333,37
17059_6#67,2013.75,37
15995_2#175,2013.75,37
15995_1#54,2009.583333,37
15995_1#48,2009.666667,37
15873_1#88,2011.75,37
15841_3#18,2011.083333,37
15841_1#94,2009.5,37
15841_1#72,2009.666667,37
15841_1#53,2009.333333,37
15731_8#68,2009.5,37
15731_8#64,2009.5,37
15731_8#60,2009.5,37
15731_8#30,2009.5,37
15731_8#16,2009.5,37
14913_7#20,2011.25,37
14723_6#49,2009.5,37
14723_6#40,2008.5,37
14723_6#35,2009.5,37
14723_6#31,2009.5,37
14723_4#68,2009.5,37
14723_4#54,2010.5,37
14723_4#39,2010.5,37
14555_4#93,2011.333333,37
14555_3#89,2006.833333,37
14555_3#47,2008,37
14412_1#75,2007,37
14412_1#58,2006.75,37
14412_1#57,2006.583333,37
14412_1#42,2006.666667,37
14412_1#34,2006.666667,37
14412_1#26,2006.583333,37
14412_1#10,2006.916667,37
14257_1#85,2008.333333,37
14257_1#59,2008.25,37
14257_1#54,2008.5,37
14257_1#51,2008.25,37
13415_8#6,2009.333333,37
13415_6#22,2009.583333,37
12291_6#30,2012.166667,37
17175_6#78,2010.333333,37
15995_1#42,2009.75,37
15995_1#32,2009.666667,37
15995_1#23,2009.583333,37
15873_1#52,2011.666667,37
15841_3#9,2011.333333,37
15841_1#82,2009.666667,37
15841_1#81,2009.5,37
15841_1#25,2009.666667,37
15731_8#66,2009.5,37
15731_8#65,2009.333333,37
15731_8#31,2009.5,37
14913_5#20,2013.5,37
14723_6#50,2008.5,37
14723_4#29,2009.5,37
14410_8#80,2008.5,37
14410_8#18,2007.666667,37
13415_4#77,2007.083333,37
14913_3#75,2008.666667,37
12837_3#29,2005.666667,37
12837_2#78,2005.666667,37
15731_8#54,2009.5,37
15841_5#79,2011.333333,37
15841_4#4,2011.666667,37
15841_3#95,2011.583333,37
15841_3#57,2011.333333,37
15841_3#49,2011.333333,37
15841_2#31,2011.75,37
14257_1#62,2008.333333,37
17175_5#56,2010.583333,37
15995_1#82,2009.75,37
15995_1#75,2009.75,37
15873_1#66,2011.5,37
15873_1#51,2011.583333,37
15841_1#34,2009.75,37
14566_4#34,2009.666667,37
13415_5#71,2007.25,37
14257_1#89,2008.083333,37
17175_5#90,2010.333333,37
17175_5#14,2010.5,37
14257_1#9,2007.75,37
12291_6#47,2012.333333,37
15873_1#81,2011.5,37
12837_4#43,2006.166667,37
13470_1#88,2006.916667,37
17150_6#16,2014.666667,37
17059_8#44,2012.5,37
14257_1#84,2008.333333,37
17138_4#61,2012.833333,37
14410_8#84,2009.916667,37
15841_5#95,2011.333333,37
17059_8#68,2012.583333,37
14913_7#44,2012.75,37
14913_7#27,2011.083333,37
15874_1#57,2009.666667,37
